transaction_id,reason,pipeline_run_id,ingestion_timestamp
665,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
701,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
708,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
758,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
853,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
859,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
868,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
895,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
904,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
956,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1039,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1092,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1098,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1101,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1111,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1196,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1224,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1228,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1240,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1278,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1352,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1404,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1418,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1442,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1478,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1535,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1552,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1566,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1653,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1666,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1701,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1731,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1788,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1792,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1823,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1846,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1855,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1856,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1879,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1886,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1897,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1910,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1917,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
1942,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2040,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2091,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2112,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2126,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2161,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2209,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2255,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2279,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2286,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2287,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2296,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2350,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2382,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2394,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2398,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2416,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2449,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2480,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2494,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2506,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2518,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2565,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2570,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2579,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2598,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2603,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2662,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2729,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2805,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2847,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2892,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2946,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2947,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2955,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2973,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
2995,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
3010,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
3017,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
3081,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
3101,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
3124,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
3184,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
3259,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
3318,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
3345,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
3461,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
3522,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
3664,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
3689,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
3703,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
3717,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
3721,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
3730,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
3765,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
3767,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
3785,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
3869,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
3910,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
3967,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4012,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4045,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4116,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4157,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4165,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4226,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4233,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4302,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4309,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4365,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4392,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4445,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4449,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4460,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4476,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4509,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4532,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4580,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4607,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4608,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4634,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4683,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4697,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4713,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4737,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4741,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4754,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4800,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4818,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4820,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4835,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4860,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4875,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4883,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4951,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4963,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
4999,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
5028,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
5065,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
5144,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
5195,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
5210,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
5241,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
5250,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
5253,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
5278,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
5375,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
5414,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
5445,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
5456,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
5585,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
5613,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
5643,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
5663,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
5687,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
5724,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
5776,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
5804,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
5829,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
5880,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
5899,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
5950,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6011,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6107,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6111,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6113,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6120,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6140,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6149,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6159,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6183,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6205,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6239,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6283,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6292,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6353,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6377,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6379,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6385,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6423,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6435,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6464,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6599,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6609,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6614,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6624,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6643,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6710,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6765,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6840,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6844,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6874,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6945,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6964,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
6996,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
7098,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
7118,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
7119,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
7131,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
7185,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
7186,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
7222,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
7302,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
7338,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
7343,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
7367,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
7412,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
7427,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
7463,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
7480,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
7499,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
7560,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
7635,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
7652,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
7737,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
7756,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
7765,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
7888,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
7958,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
7971,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
8003,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
8099,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
8114,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
8252,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
8271,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
8300,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
8314,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
8335,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
8336,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
8349,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
8415,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
8469,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
8496,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
8610,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
8616,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
8619,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
8762,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
8781,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
8784,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
8792,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
8824,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
9001,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
9009,invalid_date,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
9018,invalid_amount,380a224c-6751-4afe-b715-2f26b58fcfe6,2026-06-06 08:24:33.328767
